time (s)	dominant Fap (N)	dominant Fvert (N)	dominant CPap (m)	non-dominant Fap (N)	non-dominant Fvert (N)	non-dominant CPap (m)
0.000000	0.065959	342.131214	0.226941	-1.267339	266.547963	0.217422
0.010000	0.028970	342.584363	0.226920	-1.073332	266.458723	0.217705
0.020000	0.014459	343.005760	0.226921	-0.894153	266.271282	0.217958
0.030000	0.038147	343.349069	0.226964	-0.742945	265.901879	0.218161
0.040000	0.104791	343.557010	0.227064	-0.629288	265.300164	0.218315
0.050000	0.207502	343.589970	0.227228	-0.557683	264.467459	0.218438
0.060000	0.330482	343.459901	0.227454	-0.525743	263.464812	0.218558
0.070000	0.453929	343.243494	0.227728	-0.522684	262.400974	0.218700
0.080000	0.559437	343.060947	0.228025	-0.529913	261.399437	0.218880
0.090000	0.634315	343.029322	0.228312	-0.525449	260.556442	0.219094
0.100000	0.673808	343.215907	0.228563	-0.491736	259.909749	0.219328
0.110000	0.680909	343.616296	0.228761	-0.423553	259.434360	0.219562
0.120000	0.664386	344.166177	0.228911	-0.331547	259.066815	0.219785
0.130000	0.636163	344.776705	0.229032	-0.238607	258.743101	0.220001
0.140000	0.609000	345.372718	0.229155	-0.170089	258.428130	0.220222
0.150000	0.594605	345.915636	0.229302	-0.142263	258.122198	0.220459
0.160000	0.601668	346.404489	0.229483	-0.154515	257.845845	0.220717
0.170000	0.633622	346.860736	0.229694	-0.189090	257.616937	0.220979
0.180000	0.687012	347.308768	0.229918	-0.218576	257.434788	0.221224
0.190000	0.751936	347.762311	0.230137	-0.217509	257.277896	0.221430
0.200000	0.815285	348.220679	0.230333	-0.172548	257.112427	0.221589
0.210000	0.865689	348.672694	0.230497	-0.086612	256.904543	0.221711
0.220000	0.897678	349.103503	0.230623	0.024170	256.631371	0.221816
0.230000	0.912807	349.500542	0.230714	0.138026	256.288813	0.221923
0.240000	0.917313	349.856969	0.230776	0.235064	255.895989	0.222046
0.250000	0.917881	350.171950	0.230820	0.301415	255.495360	0.222184
0.260000	0.918032	350.447486	0.230856	0.329660	255.146874	0.222326
0.270000	0.916921	350.682423	0.230892	0.317614	254.915838	0.222450
0.280000	0.910706	350.866011	0.230929	0.267617	254.857034	0.222529
0.290000	0.895205	350.974448	0.230964	0.186709	254.999782	0.222534
0.300000	0.868139	350.972961	0.230985	0.086397	255.338756	0.222441
0.310000	0.829843	350.823905	0.230982	-0.019345	255.833986	0.222243
0.320000	0.782466	350.499187	0.230947	-0.117712	256.421303	0.221951
0.330000	0.728629	349.993563	0.230880	-0.200632	257.031309	0.221596
0.340000	0.670683	349.333725	0.230788	-0.266233	257.610988	0.221225
0.350000	0.611049	348.577562	0.230687	-0.317220	258.139265	0.220882
0.360000	0.553007	347.800790	0.230593	-0.356810	258.628994	0.220603
0.370000	0.500681	347.074580	0.230517	-0.384104	259.113545	0.220403
0.380000	0.457451	346.444439	0.230461	-0.391366	259.623517	0.220280
0.390000	0.423416	345.921592	0.230411	-0.365327	260.164309	0.220214
0.400000	0.393675	345.491160	0.230350	-0.292977	260.705704	0.220181
0.410000	0.359025	345.130703	0.230263	-0.169701	261.190066	0.220157
0.420000	0.309215	344.826329	0.230146	-0.005557	261.557385	0.220125
0.430000	0.237246	344.576607	0.230004	0.174338	261.776594	0.220087
0.440000	0.142741	344.384295	0.229847	0.336539	261.867917	0.220055
0.450000	0.033077	344.244432	0.229687	0.450736	261.903985	0.220047
0.460000	-0.077958	344.137790	0.229529	0.501096	261.987425	0.220079
0.470000	-0.173484	344.032064	0.229377	0.492545	262.214245	0.220153
0.480000	-0.237933	343.886561	0.229235	0.449088	262.639236	0.220255
0.490000	-0.261330	343.655982	0.229113	0.404595	263.258136	0.220357
0.500000	-0.241999	343.294108	0.229026	0.389651	264.012861	0.220429
0.510000	-0.186677	342.761843	0.228993	0.419701	264.815419	0.220451
0.520000	-0.107957	342.041402	0.229026	0.488970	265.579002	0.220413
0.530000	-0.020156	341.151233	0.229124	0.572123	266.244207	0.220321
0.540000	0.064866	340.151446	0.229274	0.632794	266.793047	0.220192
0.550000	0.140716	339.131916	0.229450	0.636240	267.249291	0.220040
0.560000	0.207842	338.184283	0.229620	0.562231	267.667451	0.219879
0.570000	0.273085	337.368977	0.229758	0.413796	268.114069	0.219721
0.580000	0.347243	336.692887	0.229846	0.218003	268.645844	0.219572
0.590000	0.440606	336.109413	0.229881	0.017445	269.290513	0.219437
0.600000	0.557326	335.542323	0.229871	-0.144746	270.037219	0.219317
0.610000	0.690689	334.923146	0.229832	-0.240072	270.841067	0.219208
0.620000	0.821890	334.224744	0.229777	-0.263406	271.641086	0.219104
0.630000	0.923917	333.475123	0.229719	-0.232101	272.384118	0.218998
0.640000	0.969821	332.745254	0.229664	-0.177177	273.043477	0.218885
0.650000	0.942385	332.117925	0.229615	-0.131587	273.623450	0.218766
0.660000	0.841321	331.653838	0.229573	-0.120464	274.148024	0.218647
0.670000	0.685239	331.370938	0.229540	-0.155823	274.640408	0.218539
0.680000	0.507803	331.243833	0.229516	-0.235548	275.104333	0.218453
0.690000	0.349512	331.218979	0.229501	-0.345217	275.516665	0.218394
0.700000	0.247593	331.235152	0.229494	-0.461504	275.834752	0.218367
0.710000	0.226646	331.240171	0.229492	-0.556794	276.014514	0.218366
0.720000	0.292375	331.200149	0.229491	-0.605221	276.030233	0.218382
0.730000	0.430088	331.102146	0.229485	-0.589987	275.886726	0.218403
0.740000	0.608589	330.952817	0.229467	-0.510345	275.619226	0.218422
0.750000	0.788513	330.775306	0.229427	-0.385030	275.282986	0.218434
0.760000	0.932618	330.605479	0.229360	-0.248897	274.939072	0.218439
0.770000	1.014720	330.487147	0.229266	-0.142222	274.642423	0.218440
0.780000	1.024611	330.464743	0.229148	-0.096294	274.434304	0.218438
0.790000	0.968075	330.572306	0.229020	-0.121818	274.337693	0.218426
0.800000	0.863052	330.820193	0.228892	-0.205649	274.353852	0.218396
0.810000	0.733945	331.184670	0.228775	-0.317145	274.460565	0.218343
0.820000	0.605789	331.607264	0.228671	-0.420714	274.614435	0.218266
0.830000	0.499272	332.008102	0.228581	-0.488830	274.758930	0.218172
0.840000	0.427119	332.310650	0.228505	-0.510658	274.837025	0.218077
0.850000	0.392413	332.468240	0.228443	-0.493820	274.804865	0.217998
0.860000	0.389375	332.480547	0.228400	-0.459372	274.642510	0.217951
0.870000	0.406515	332.392742	0.228378	-0.431960	274.359237	0.217945
0.880000	0.431015	332.278714	0.228378	-0.428923	273.992463	0.217982
0.890000	0.452560	332.216727	0.228396	-0.452912	273.600127	0.218055
0.900000	0.465198	332.267360	0.228421	-0.491525	273.247113	0.218154
0.910000	0.467004	332.459825	0.228445	-0.524045	272.987983	0.218264
0.920000	0.458505	332.787473	0.228452	-0.531668	272.850624	0.218370
0.930000	0.441235	333.210392	0.228432	-0.505976	272.826934	0.218461
0.940000	0.417344	333.663366	0.228370	-0.451905	272.875585	0.218523
0.950000	0.390300	334.069022	0.228260	-0.384726	272.937795	0.218549
0.960000	0.365774	334.355492	0.228107	-0.323363	272.960926	0.218530
0.970000	0.351361	334.474945	0.227924	-0.283346	272.919722	0.218467
0.980000	0.354203	334.416779	0.227741	-0.272227	272.824702	0.218364
0.990000	0.376902	334.210176	0.227584	-0.288774	272.713156	0.218235
1.000000	0.413851	333.915044	0.227475	-0.325646	272.627528	0.218095
1.010000	0.450819	333.605132	0.227420	-0.373817	272.592810	0.217960
1.020000	0.469505	333.349315	0.227407	-0.426459	272.604321	0.217838
1.030000	0.455780	333.196438	0.227417	-0.480527	272.630785	0.217729
1.040000	0.407452	333.167100	0.227428	-0.535702	272.629857	0.217628
1.050000	0.336790	333.253598	0.227422	-0.591692	272.568350	0.217523
1.060000	0.265656	333.427062	0.227385	-0.645653	272.438319	0.217411
1.070000	0.215455	333.648845	0.227310	-0.691371	272.261526	0.217292
1.080000	0.197235	333.882221	0.227190	-0.720916	272.078974	0.217173
1.090000	0.207073	334.101205	0.227023	-0.728112	271.929172	0.217059
1.100000	0.228770	334.295235	0.226812	-0.711980	271.826385	0.216949
1.110000	0.242003	334.469805	0.226570	-0.678122	271.752462	0.216832
1.120000	0.231719	334.643061	0.226318	-0.637176	271.669099	0.216694
1.130000	0.194517	334.837887	0.226084	-0.601296	271.544298	0.216528
1.140000	0.139595	335.069952	0.225892	-0.580740	271.376557	0.216335
1.150000	0.084284	335.335123	0.225755	-0.582339	271.201035	0.216125
1.160000	0.046408	335.602370	0.225666	-0.610070	271.073497	0.215906
1.170000	0.036806	335.817925	0.225604	-0.666381	271.041952	0.215672
1.180000	0.055120	335.921592	0.225542	-0.752429	271.122885	0.215408
1.190000	0.090325	335.869053	0.225455	-0.866347	271.295051	0.215089
1.200000	0.125310	335.649387	0.225334	-1.000497	271.512557	0.214699
1.210000	0.143165	335.288816	0.225185	-1.140091	271.728004	0.214239
1.220000	0.132527	334.839255	0.225023	-1.265452	271.912284	0.213737
1.230000	0.090367	334.358773	0.224869	-1.358262	272.061764	0.213242
1.240000	0.021993	333.894557	0.224741	-1.409430	272.192270	0.212806
1.250000	-0.061074	333.475710	0.224651	-1.424591	272.326339	0.212471
1.260000	-0.144525	333.116294	0.224604	-1.423788	272.481766	0.212258
1.270000	-0.215136	332.823279	0.224598	-1.434625	272.666107	0.212166
1.280000	-0.264127	332.602478	0.224627	-1.481344	272.877138	0.212174
1.290000	-0.288912	332.458010	0.224677	-1.574435	273.106449	0.212254
1.300000	-0.292599	332.385746	0.224733	-1.705367	273.343284	0.212375
1.310000	-0.281556	332.366190	0.224778	-1.848992	273.577083	0.212512
1.320000	-0.262362	332.364262	0.224798	-1.972807	273.798578	0.212649
1.330000	-0.239651	332.339771	0.224789	-2.049002	274.000197	0.212774
1.340000	-0.215721	332.264340	0.224760	-2.063775	274.176805	0.212881
