time (s)	dominant Fap (N)	dominant Fvert (N)	dominant CPap (m)	non-dominant Fap (N)	non-dominant Fvert (N)	non-dominant CPap (m)
0.000000	9.661152	356.219665	0.229270	-9.414993	292.059281	0.220939
0.010000	9.661203	356.323934	0.229437	-9.149303	291.669381	0.221188
0.020000	9.664378	356.444306	0.229566	-8.920308	291.294723	0.221411
0.030000	9.671530	356.595528	0.229630	-8.754436	290.935727	0.221587
0.040000	9.680415	356.791096	0.229626	-8.661050	290.574242	0.221710
0.050000	9.686458	357.044772	0.229568	-8.631794	290.181892	0.221782
0.060000	9.684567	357.370319	0.229487	-8.645414	289.736702	0.221818
0.070000	9.671047	357.776999	0.229411	-8.675651	289.238885	0.221836
0.080000	9.644959	358.261802	0.229357	-8.699202	288.717154	0.221854
0.090000	9.608554	358.803091	0.229328	-8.701393	288.221227	0.221882
0.100000	9.566645	359.360911	0.229311	-8.678413	287.802677	0.221919
0.110000	9.525012	359.885957	0.229288	-8.636308	287.492553	0.221954
0.120000	9.488324	360.334429	0.229248	-8.587828	287.286919	0.221968
0.130000	9.458366	360.682685	0.229190	-8.548402	287.147945	0.221940
0.140000	9.433343	360.935458	0.229121	-8.532066	287.019790	0.221860
0.150000	9.408696	361.124088	0.229050	-8.547671	286.850473	0.221733
0.160000	9.379139	361.295310	0.228981	-8.595986	286.608656	0.221580
0.170000	9.340924	361.494946	0.228912	-8.668739	286.288487	0.221427
0.180000	9.293183	361.752803	0.228836	-8.750571	285.902998	0.221294
0.190000	9.237821	362.074862	0.228747	-8.823657	285.472347	0.221188
0.200000	9.178365	362.446149	0.228645	-8.873397	285.014538	0.221102
0.210000	9.118722	362.843158	0.228538	-8.893023	284.543230	0.221020
0.220000	9.062461	363.249440	0.228439	-8.885337	284.071952	0.220932
0.230000	9.012542	363.665169	0.228359	-8.860880	283.619789	0.220838
0.240000	8.971035	364.103987	0.228306	-8.833118	283.212815	0.220751
0.250000	8.938713	364.578190	0.228278	-8.812763	282.878365	0.220690
