time (s)	dominant Fap (N)	dominant Fvert (N)	dominant CPap (m)	non-dominant Fap (N)	non-dominant Fvert (N)	non-dominant CPap (m)
0.000000	0.420155	337.481616	0.243889	0.099476	382.397870	0.226580
0.010000	0.421161	337.867737	0.243946	0.227406	382.398683	0.226306
0.020000	0.430289	338.189861	0.243977	0.314631	382.431150	0.226048
0.030000	0.452581	338.405319	0.243967	0.339597	382.505164	0.225814
0.040000	0.487999	338.503203	0.243912	0.307723	382.599622	0.225599
0.050000	0.531128	338.502091	0.243822	0.244102	382.670683	0.225394
0.060000	0.573068	338.436403	0.243715	0.176431	382.672248	0.225192
0.070000	0.604844	338.338979	0.243609	0.119171	382.576432	0.224996
0.080000	0.620597	338.228986	0.243517	0.068341	382.382664	0.224812
0.090000	0.618845	338.111184	0.243444	0.008920	382.112332	0.224647
0.100000	0.601499	337.985866	0.243389	-0.071227	381.795625	0.224499
0.110000	0.571935	337.862214	0.243348	-0.170501	381.460969	0.224359
0.120000	0.533958	337.765712	0.243316	-0.272406	381.132707	0.224214
0.130000	0.492413	337.734428	0.243287	-0.353786	380.834024	0.224058
0.140000	0.454335	337.806225	0.243250	-0.396326	380.587660	0.223893
0.150000	0.428636	338.004028	0.243192	-0.394247	380.410016	0.223728
0.160000	0.423144	338.326178	0.243100	-0.354958	380.301470	0.223572
0.170000	0.440073	338.745424	0.242966	-0.294331	380.240407	0.223425
0.180000	0.472781	339.216263	0.242794	-0.230630	380.186932	0.223277
0.190000	0.506567	339.687936	0.242600	-0.180112	380.096087	0.223116
0.200000	0.523881	340.118955	0.242402	-0.155003	379.933979	0.222929
0.210000	0.511390	340.488264	0.242217	-0.163316	379.687967	0.222714
0.220000	0.464895	340.798797	0.242052	-0.210091	379.365382	0.222476
0.230000	0.389372	341.072008	0.241903	-0.299744	378.982509	0.222216
0.240000	0.294662	341.335879	0.241761	-0.438324	378.552071	0.221926
0.250000	0.190206	341.611757	0.241615	-0.633695	378.078318	0.221586
0.260000	0.082474	341.905392	0.241459	-0.892215	377.562944	0.221166
0.270000	-0.023664	342.205357	0.241291	-1.212843	377.016470	0.220645
0.280000	-0.121609	342.488877	0.241119	-1.581974	376.465376	0.220019
0.290000	-0.201196	342.732210	0.240952	-1.972655	375.948429	0.219313
0.300000	-0.250492	342.920564	0.240805	-2.349733	375.503812	0.218573
0.310000	-0.260424	343.052681	0.240690	-2.679138	375.155150	0.217857
0.320000	-0.229080	343.138571	0.240615	-2.937065	374.905274	0.217219
0.330000	-0.162522	343.193949	0.240582	-3.114888	374.741569	0.216696
0.340000	-0.071310	343.237267	0.240586	-3.218046	374.649827	0.216300
0.350000	0.035090	343.291687	0.240623	-3.260554	374.628536	0.216023
0.360000	0.152407	343.387596	0.240686	-3.258796	374.695126	0.215842
0.370000	0.281748	343.558012	0.240774	-3.227755	374.879792	0.215733
0.380000	0.426280	343.823810	0.240884	-3.180280	375.209167	0.215674
0.390000	0.586965	344.175106	0.241012	-3.127530	375.687581	0.215653
0.400000	0.760020	344.561425	0.241150	-3.078383	376.285052	0.215664
0.410000	0.937006	344.900559	0.241284	-3.037291	376.937671	0.215703
0.420000	1.106719	345.105230	0.241397	-3.002328	377.560066	0.215767
0.430000	1.257377	345.115367	0.241480	-2.965809	378.064840	0.215847
0.440000	1.378113	344.920054	0.241529	-2.918259	378.382528	0.215930
0.450000	1.459684	344.559665	0.241550	-2.854150	378.477101	0.216003
0.460000	1.494968	344.110173	0.241552	-2.776353	378.354134	0.216056
0.470000	1.479889	343.659619	0.241543	-2.696839	378.060101	0.216084
0.480000	1.414893	343.286691	0.241525	-2.633096	377.672415	0.216088
0.490000	1.306207	343.045784	0.241493	-2.601705	377.281677	0.216073
0.500000	1.165772	342.957985	0.241443	-2.611619	376.969776	0.216049
0.510000	1.009310	343.006845	0.241372	-2.659684	376.788990	0.216024
0.520000	0.853159	343.140288	0.241283	-2.730129	376.747689	0.216006
0.530000	0.711235	343.281521	0.241185	-2.798548	376.807805	0.216001
0.540000	0.593154	343.349484	0.241094	-2.839568	376.897521	0.216008
0.550000	0.503582	343.284229	0.241022	-2.835905	376.938464	0.216026
0.560000	0.442347	343.068148	0.240982	-2.785409	376.879838	0.216057
0.570000	0.405009	342.733646	0.240983	-2.702604	376.725451	0.216111
0.580000	0.384119	342.352455	0.241027	-2.613022	376.538562	0.216206
0.590000	0.371434	342.009616	0.241110	-2.541948	376.417791	0.216364
0.600000	0.360783	341.772743	0.241224	-2.502378	376.452422	0.216597
0.610000	0.350452	341.670222	0.241355	-2.488037	376.678452	0.216902
0.620000	0.343751	341.687950	0.241489	-2.475188	377.058318	0.217258
0.630000	0.347264	341.784565	0.241617	-2.432796	377.495192	0.217637
0.640000	0.367620	341.915452	0.241735	-2.336384	377.874576	0.218017
0.650000	0.408539	342.052145	0.241845	-2.179032	378.112482	0.218395
