time (s)	dominant Fap (N)	dominant Fvert (N)	dominant CPap (m)	non-dominant Fap (N)	non-dominant Fvert (N)	non-dominant CPap (m)
0.000000	-1.104991	301.890497	0.198420	0.722607	283.658030	0.204740
0.010000	-1.310588	302.314258	0.198026	0.560247	282.890454	0.204271
0.020000	-1.491781	302.773742	0.197663	0.427292	282.148573	0.203843
0.030000	-1.630625	303.281879	0.197350	0.340626	281.439424	0.203483
0.040000	-1.720466	303.818818	0.197090	0.299128	280.746996	0.203193
0.050000	-1.767165	304.337759	0.196871	0.287138	280.047398	0.202951
0.060000	-1.786347	304.783070	0.196677	0.284321	279.334976	0.202729
0.070000	-1.797415	305.111321	0.196494	0.275860	278.642691	0.202502
0.080000	-1.816313	305.305795	0.196315	0.257557	278.042095	0.202264
0.090000	-1.849840	305.378922	0.196140	0.234227	277.619608	0.202027
0.100000	-1.893959	305.362792	0.195974	0.213795	277.439565	0.201814
0.110000	-1.936787	305.293430	0.195825	0.201323	277.512695	0.201646
0.120000	-1.964637	305.197460	0.195699	0.196246	277.786674	0.201532
0.130000	-1.968064	305.087864	0.195601	0.193813	278.164313	0.201471
0.140000	-1.945208	304.969302	0.195539	0.189435	278.540586	0.201455
0.150000	-1.901476	304.847012	0.195517	0.183236	278.839929	0.201476
0.160000	-1.846402	304.731790	0.195537	0.181915	279.035887	0.201536
0.170000	-1.789602	304.638044	0.195594	0.196321	279.146006	0.201636
0.180000	-1.737682	304.578272	0.195677	0.235615	279.208897	0.201778
0.190000	-1.693151	304.559769	0.195772	0.301158	279.258314	0.201956
0.200000	-1.655261	304.586025	0.195872	0.383789	279.307101	0.202157
0.210000	-1.621801	304.659859	0.195978	0.466419	279.345458	0.202363
0.220000	-1.590725	304.783263	0.196097	0.530941	279.350285	0.202560
0.230000	-1.560808	304.952394	0.196238	0.566190	279.299015	0.202741
0.240000	-1.531268	305.151674	0.196405	0.573030	279.181826	0.202907
0.250000	-1.500847	305.352969	0.196590	0.564072	279.007822	0.203068
0.260000	-1.467129	305.522350	0.196778	0.558106	278.803000	0.203234
0.270000	-1.426712	305.631029	0.196957	0.571997	278.600843	0.203412
0.280000	-1.376259	305.663884	0.197123	0.613951	278.430089	0.203600
0.290000	-1.313896	305.620779	0.197281	0.681170	278.306178	0.203787
0.300000	-1.240172	305.510794	0.197448	0.762523	278.231140	0.203963
0.310000	-1.158050	305.343950	0.197636	0.844359	278.201434	0.204117
0.320000	-1.071912	305.126201	0.197848	0.916315	278.217928	0.204249
0.330000	-0.986103	304.860729	0.198078	0.974265	278.290733	0.204367
0.340000	-0.903745	304.553722	0.198309	1.019286	278.435308	0.204482
0.350000	-0.826441	304.219132	0.198523	1.053751	278.662568	0.204609
0.360000	-0.755063	303.877557	0.198708	1.077434	278.969728	0.204755
0.370000	-0.691105	303.549356	0.198860	1.086503	279.337695	0.204922
0.380000	-0.637544	303.247262	0.198977	1.076447	279.736497	0.205107
0.390000	-0.598090	302.974278	0.199067	1.047218	280.136112	0.205302
0.400000	-0.574596	302.727778	0.199137	1.007146	280.518124	0.205501
0.410000	-0.563993	302.505142	0.199201	0.972610	280.883336	0.205693
0.420000	-0.557210	302.305282	0.199272	0.962753	281.251364	0.205871
0.430000	-0.541858	302.124601	0.199364	0.991173	281.651066	0.206025
0.440000	-0.508010	301.950811	0.199484	1.058455	282.105399	0.206147
0.450000	-0.453871	301.759663	0.199634	1.149577	282.618192	0.206228
0.460000	-0.387684	301.517760	0.199808	1.238471	283.170107	0.206269
0.470000	-0.324341	301.191472	0.199992	1.298577	283.726178	0.206278
0.480000	-0.278499	300.758945	0.200169	1.314757	284.250510	0.206273
0.490000	-0.257937	300.220307	0.200320	1.290524	284.719441	0.206278
0.500000	-0.260503	299.601310	0.200435	1.246508	285.125534	0.206308
0.510000	-0.275697	298.948533	0.200510	1.210625	285.471124	0.206369
0.520000	-0.289635	298.318107	0.200552	1.204831	285.757740	0.206447
0.530000	-0.290926	297.762127	0.200574	1.235217	285.980853	0.206521
0.540000	-0.275015	297.316746	0.200590	1.290367	286.134957	0.206570
0.550000	-0.245380	296.994764	0.200608	1.348443	286.224988	0.206586
0.560000	-0.211243	296.784810	0.200626	1.388860	286.274061	0.206580
0.570000	-0.182991	296.658311	0.200635	1.402278	286.319724	0.206572
0.580000	-0.167668	296.582550	0.200619	1.394089	286.399597	0.206581
0.590000	-0.166823	296.534261	0.200567	1.380299	286.535334	0.206614
0.600000	-0.177535	296.506543	0.200476	1.378399	286.724930	0.206660
0.610000	-0.195346	296.505131	0.200350	1.397832	286.947418	0.206700
0.620000	-0.216738	296.536439	0.200202	1.434642	287.175929	0.206711
0.630000	-0.239510	296.594797	0.200045	1.473017	287.390921	0.206678
0.640000	-0.261365	296.656542	0.199885	1.493091	287.586983	0.206597
0.650000	-0.278609	296.684461	0.199727	1.480707	287.771414	0.206473
0.660000	-0.286756	296.640409	0.199577	1.433372	287.957286	0.206314
0.670000	-0.283099	296.499719	0.199438	1.359199	288.155754	0.206128
0.680000	-0.269479	296.260496	0.199319	1.270641	288.371813	0.205921
